id,joint,life1_id,life1_sex,life1_risk,life1_smoke,life1_birthday,life2_id,life2_sex,life2_risk,life2_smoke,life2_birthday,face,issue_date
657,false,2293,M,Preferred,false,1980-12-26,,,,,,2.15e6,2034-11-27
658,false,1947,M,Standard,true,1956-01-21,,,,,,800000.0,2014-08-20
659,false,706,F,Preferred,true,1919-12-19,,,,,,2.75e6,1969-11-07
660,false,3588,F,Preferred,true,1922-04-29,,,,,,4.0e6,1966-09-11
661,false,1285,M,Preferred,true,1984-06-05,,,,,,1.9e6,2025-08-24
662,false,2807,M,Preferred,false,1965-12-27,,,,,,900000.0,2007-02-25
663,false,1166,F,Preferred,false,1994-05-30,,,,,,3.75e6,2036-07-29
664,false,3544,F,Standard,false,1990-03-11,,,,,,1.95e6,2017-10-23
665,false,2427,M,Preferred,true,1960-01-01,,,,,,2.85e6,2003-04-07
666,false,437,M,Standard,true,1936-09-18,,,,,,1.15e6,1988-05-29
667,false,1059,M,Preferred,false,1979-01-11,,,,,,4.1e6,2038-12-11
668,false,3555,M,Standard,false,1973-08-06,,,,,,250000.0,2004-03-24
669,false,3926,F,Preferred,false,1937-08-16,,,,,,100000.0,1983-05-26
670,false,1324,F,Preferred,true,1991-06-15,,,,,,200000.0,2023-01-24
671,false,3138,F,Preferred,false,1941-08-18,,,,,,4.25e6,1982-05-18
672,false,1770,F,Standard,false,1945-10-15,,,,,,1.3e6,1982-06-21
673,false,3239,M,Preferred,false,1996-06-10,,,,,,2.9e6,2033-09-12
674,false,137,M,Standard,true,1939-05-19,,,,,,4.8e6,1986-08-17
675,false,2363,M,Standard,false,1998-01-10,,,,,,700000.0,2038-08-14
676,false,3138,F,Preferred,false,1941-08-18,,,,,,2.75e6,2001-09-29
677,false,2732,F,Standard,true,1936-08-12,,,,,,650000.0,1971-11-19
678,false,677,M,Standard,false,1932-10-12,,,,,,2.9e6,1966-07-04
679,false,1693,M,Standard,true,1953-08-02,,,,,,4.8e6,1986-12-28
680,false,3117,M,Standard,false,1966-01-17,,,,,,1.55e6,1992-11-23
681,false,3026,F,Standard,true,1927-01-08,,,,,,2.75e6,1957-03-14
682,false,3064,F,Preferred,true,1964-06-12,,,,,,2.6e6,2012-06-24
683,false,199,M,Preferred,true,1980-08-18,,,,,,2.55e6,2032-11-23
684,false,2916,F,Preferred,true,1975-05-27,,,,,,3.85e6,2031-08-17
685,false,2329,M,Preferred,false,1921-07-09,,,,,,200000.0,1949-07-25
686,false,1006,F,Preferred,false,2000-05-24,,,,,,1.45e6,2040-11-27
687,false,1476,F,Standard,true,1932-02-14,,,,,,2.05e6,1985-05-27
688,false,3476,F,Preferred,true,1992-07-06,,,,,,100000.0,2020-02-02
689,false,1052,F,Standard,true,1965-04-26,,,,,,3.0e6,1993-05-22
690,false,1875,M,Standard,false,1974-07-18,,,,,,800000.0,2017-10-20
691,false,2082,F,Standard,false,1981-10-03,,,,,,4.25e6,2032-05-17
692,false,3291,M,Standard,false,1933-12-23,,,,,,1.15e6,1985-03-15
693,false,108,F,Standard,false,1982-12-09,,,,,,4.05e6,2035-08-05
694,true,436,F,Preferred,false,1941-05-11,435,M,Preferred,false,1931-06-13,900000.0,1985-10-26
695,false,3882,F,Preferred,false,1958-09-29,,,,,,3.1e6,1991-05-11
696,false,1286,F,Standard,false,1987-07-30,,,,,,1.25e6,2025-03-14
697,false,2628,F,Preferred,true,1999-03-07,,,,,,1.2e6,2030-01-19
698,false,3818,F,Preferred,false,1973-01-07,,,,,,1.0e6,2026-10-24
699,false,3440,F,Preferred,true,1970-11-27,,,,,,3.6e6,2003-12-14
700,true,2715,M,Standard,false,1978-06-27,2716,F,Preferred,false,1979-10-07,4.7e6,2021-02-28
701,false,3732,F,Preferred,true,1921-06-25,,,,,,3.9e6,1948-02-28
702,true,2675,M,Standard,true,1959-11-09,2676,F,Preferred,true,1966-07-05,4.0e6,1992-01-03
703,false,2222,F,Standard,true,1921-11-01,,,,,,2.0e6,1972-03-10
704,false,1322,F,Standard,true,1993-02-06,,,,,,2.15e6,2030-12-30
705,false,715,M,Standard,true,1970-08-20,,,,,,1.85e6,2002-04-20
706,false,2556,F,Preferred,false,1940-07-15,,,,,,2.95e6,1974-08-01
707,true,325,M,Preferred,false,1990-09-08,326,F,Standard,true,1982-06-10,2.5e6,2037-02-07
708,false,1665,M,Standard,true,1987-02-09,,,,,,4.3e6,2042-05-20
709,false,2515,M,Standard,false,1948-06-28,,,,,,1.6e6,1986-04-04
710,false,2273,M,Standard,false,1955-02-15,,,,,,4.5e6,2003-09-30
711,false,1484,F,Preferred,false,1982-11-27,,,,,,850000.0,2039-02-28
712,false,2955,M,Preferred,true,1982-01-10,,,,,,1.5e6,2016-01-03
713,false,1536,F,Standard,true,1945-10-05,,,,,,2.6e6,1977-09-13
714,false,3824,F,Standard,true,1960-06-20,,,,,,4.05e6,1987-06-12
715,false,763,M,Preferred,false,1998-06-15,,,,,,4.5e6,2045-04-12
716,true,2563,M,Preferred,true,1945-01-27,2564,F,Preferred,false,1949-08-05,3.3e6,2002-07-27
717,false,2016,F,Standard,false,1986-08-09,,,,,,100000.0,2044-08-19
718,false,106,F,Standard,false,1920-05-16,,,,,,1.7e6,1950-02-14
719,false,2394,F,Preferred,true,1943-12-17,,,,,,4.2e6,1978-01-06
720,false,1788,F,Standard,true,1982-06-26,,,,,,2.2e6,2023-05-07
721,false,3353,M,Standard,false,1986-05-07,,,,,,1.65e6,2043-01-01
722,true,427,M,Standard,false,1934-12-31,428,F,Standard,true,1942-08-17,3.45e6,1977-04-20
723,true,3367,M,Preferred,true,1956-04-28,3368,F,Standard,false,1957-09-20,950000.0,1993-11-25
724,false,964,F,Standard,false,1932-11-18,,,,,,1.25e6,1980-02-27
725,true,1801,M,Standard,true,1962-05-12,1802,F,Preferred,true,1954-12-15,250000.0,2022-12-22
726,false,869,M,Standard,false,1971-02-28,,,,,,1.7e6,2000-07-08
727,false,1046,F,Preferred,false,1979-09-18,,,,,,150000.0,2033-09-01
728,false,644,F,Preferred,false,1927-03-15,,,,,,1.45e6,1980-08-21
729,false,2962,F,Preferred,true,1943-07-14,,,,,,4.55e6,1974-12-24
730,false,2125,M,Standard,false,1965-12-23,,,,,,4.65e6,1997-12-21
731,true,159,M,Standard,true,1935-04-21,160,F,Preferred,false,1943-03-08,3.65e6,1980-04-17
732,true,281,M,Preferred,true,1953-01-08,282,F,Preferred,true,1948-10-13,2.1e6,2002-10-03
733,false,705,M,Standard,true,1925-01-05,,,,,,500000.0,1982-08-19
734,false,690,F,Standard,false,1925-11-07,,,,,,850000.0,1952-03-26
735,true,168,F,Standard,false,1955-01-08,167,M,Preferred,true,1957-05-15,550000.0,2002-05-05
736,false,2333,M,Preferred,true,1974-05-25,,,,,,3.7e6,2033-01-27
737,false,3302,F,Standard,false,1963-04-03,,,,,,2.7e6,2007-09-11
738,true,3436,F,Preferred,false,1977-02-05,3435,M,Standard,true,1986-03-09,3.7e6,2018-02-24
739,false,2557,M,Preferred,false,1939-08-14,,,,,,1.25e6,1983-12-18
740,true,2588,F,Standard,true,1926-06-16,2587,M,Standard,true,1922-08-05,3.4e6,1975-08-28
741,false,134,F,Standard,false,1930-03-12,,,,,,1.6e6,1979-05-26
742,true,2033,M,Standard,true,1934-04-30,2034,F,Standard,false,1942-10-23,2.25e6,1970-06-10
743,true,1943,M,Standard,false,1948-04-24,1944,F,Preferred,false,1942-06-14,450000.0,1991-01-09
744,false,2084,F,Preferred,true,1924-01-03,,,,,,3.5e6,1971-08-13
745,false,710,F,Preferred,false,1978-12-07,,,,,,1.4e6,2017-03-10
746,false,2233,M,Standard,true,1932-09-02,,,,,,4.05e6,1991-02-23
747,false,2351,M,Preferred,false,1931-06-27,,,,,,550000.0,1978-10-24
748,false,2006,F,Standard,false,2001-04-19,,,,,,2.35e6,2052-06-21
749,true,1657,M,Preferred,true,1940-10-16,1658,F,Preferred,false,1938-01-31,4.0e6,1978-11-21
750,false,476,F,Preferred,false,1948-10-06,,,,,,2.1e6,1985-10-28
751,true,3046,F,Standard,true,1985-05-06,3045,M,Preferred,false,1983-10-09,250000.0,2033-05-21
752,false,3035,M,Standard,true,1967-12-18,,,,,,2.6e6,1997-12-02
753,false,650,F,Standard,false,1924-11-18,,,,,,1.6e6,1983-07-28
754,false,3544,F,Standard,false,1990-03-11,,,,,,3.4e6,2048-06-30
755,true,1944,F,Preferred,false,1942-06-14,1943,M,Standard,false,1948-04-24,150000.0,1983-10-13
756,false,2530,F,Standard,true,1978-09-20,,,,,,4.65e6,2031-08-05
757,false,3775,M,Standard,false,1974-08-25,,,,,,750000.0,2002-07-27
758,false,2609,M,Standard,false,1958-01-09,,,,,,1.85e6,2013-03-06
759,false,3223,M,Preferred,false,1939-08-05,,,,,,4.15e6,1983-04-03
760,true,1550,F,Standard,true,1961-09-15,1549,M,Preferred,false,1966-02-01,1.05e6,1989-10-10
761,false,2469,M,Preferred,true,1984-06-11,,,,,,2.55e6,2042-06-26
762,false,242,F,Standard,false,1965-10-10,,,,,,4.4e6,2016-08-19
763,false,1757,M,Preferred,false,1937-08-01,,,,,,2.1e6,1976-11-22
764,false,1265,M,Standard,true,1969-08-26,,,,,,1.9e6,2018-10-24
765,false,2075,M,Standard,false,1972-08-18,,,,,,1.2e6,2020-03-25
766,false,159,M,Standard,true,1935-04-21,,,,,,1.15e6,1988-12-31
767,false,2362,F,Standard,false,1962-10-15,,,,,,4.9e6,2005-11-17
768,false,788,F,Standard,true,1954-07-02,,,,,,350000.0,2000-08-05
769,false,2710,F,Standard,true,1943-08-23,,,,,,3.6e6,1982-10-13
770,false,967,M,Standard,false,1952-08-24,,,,,,1.05e6,2007-08-06
771,false,3140,F,Preferred,false,1920-05-07,,,,,,4.35e6,1950-12-14
772,true,2410,F,Standard,true,1952-07-30,2409,M,Standard,true,1947-07-07,1.15e6,1987-07-09
773,false,66,F,Preferred,true,1925-12-22,,,,,,2.8e6,1966-01-08
774,false,537,M,Standard,true,1999-09-07,,,,,,4.85e6,2049-03-19
775,false,3818,F,Preferred,false,1973-01-07,,,,,,3.0e6,1999-03-27
776,false,238,F,Preferred,false,1921-08-27,,,,,,3.5e6,1959-04-17
777,true,1230,F,Standard,false,1922-05-27,1229,M,Preferred,false,1928-07-06,2.25e6,1960-03-20
778,false,2936,F,Standard,false,1997-04-18,,,,,,4.55e6,2031-01-27
779,false,2537,M,Standard,true,1963-02-28,,,,,,3.8e6,2008-03-12
780,false,567,M,Standard,false,1959-01-05,,,,,,2.85e6,2007-12-07
781,false,2722,F,Preferred,false,1976-11-26,,,,,,150000.0,2017-01-01
782,true,730,F,Preferred,true,1941-11-22,729,M,Preferred,false,1949-11-25,1.1e6,1971-02-15
783,true,31,M,Preferred,false,1986-07-22,32,F,Preferred,true,1982-04-14,4.95e6,2033-12-05
784,false,1405,M,Preferred,false,1994-08-13,,,,,,1.1e6,2020-06-23
785,false,1809,M,Standard,true,1923-04-26,,,,,,1.45e6,1970-10-04
786,false,2168,F,Preferred,true,1937-12-03,,,,,,3.15e6,1976-11-16
787,false,1502,F,Standard,true,1973-07-02,,,,,,4.9e6,2000-10-02
788,false,835,M,Standard,true,1956-03-02,,,,,,2.95e6,2013-05-29
789,false,2843,M,Standard,true,1987-03-23,,,,,,1.6e6,2041-04-20
790,true,1653,M,Preferred,false,1966-05-25,1654,F,Standard,false,1967-01-25,350000.0,1999-04-01
791,false,1020,F,Preferred,true,1960-11-18,,,,,,2.75e6,1994-11-08
792,true,2627,M,Preferred,true,1995-05-24,2628,F,Preferred,true,1999-03-07,3.8e6,2046-12-02
793,true,785,M,Preferred,true,1996-11-08,786,F,Preferred,true,2000-07-03,800000.0,2028-07-31
794,false,235,M,Standard,false,1963-03-17,,,,,,1.95e6,2007-05-22
795,false,1242,F,Standard,true,1934-11-04,,,,,,2.8e6,1980-01-23
796,false,3708,F,Standard,true,1989-03-16,,,,,,1.15e6,2014-04-22
797,false,1306,F,Preferred,true,1964-09-09,,,,,,3.95e6,1992-04-18
798,true,1423,M,Standard,true,1992-11-12,1424,F,Standard,false,1997-10-11,4.95e6,2042-01-23
799,false,1106,F,Preferred,true,1996-07-01,,,,,,3.15e6,2023-03-05
800,false,910,F,Standard,true,1993-03-18,,,,,,250000.0,2025-10-02
801,false,499,M,Preferred,true,1994-02-07,,,,,,1.15e6,2041-11-12
802,false,3270,F,Preferred,false,1947-03-25,,,,,,1.75e6,1973-12-04
803,false,1548,F,Preferred,true,1940-12-13,,,,,,4.65e6,1980-08-30
804,false,2341,M,Preferred,true,1977-02-19,,,,,,3.8e6,2033-06-11
805,true,2138,F,Standard,true,1989-12-10,2137,M,Standard,true,1992-01-19,2.4e6,2043-10-24
806,false,2748,F,Standard,true,1994-02-18,,,,,,2.4e6,2037-01-23
807,false,803,M,Standard,false,1932-11-19,,,,,,1.5e6,1964-08-11
808,true,466,F,Standard,false,1968-12-04,465,M,Standard,false,1970-06-23,3.8e6,2029-09-05
809,false,1295,M,Standard,false,1943-06-09,,,,,,400000.0,1991-02-16
810,false,2586,F,Standard,true,1945-12-07,,,,,,1.0e6,1989-06-30
811,false,365,M,Preferred,false,1971-10-12,,,,,,4.65e6,2025-10-18
812,true,508,F,Standard,true,1996-04-13,507,M,Preferred,false,1987-07-03,150000.0,2044-07-01
813,false,638,F,Preferred,false,1972-01-14,,,,,,4.85e6,2032-07-29
814,false,2222,F,Standard,true,1921-11-01,,,,,,2.95e6,1964-07-01
815,false,1087,M,Standard,true,1920-10-12,,,,,,2.95e6,1950-05-24
816,false,2134,F,Standard,true,1991-01-25,,,,,,4.6e6,2036-01-10
817,false,3282,F,Standard,true,1932-03-25,,,,,,650000.0,1966-12-26
818,false,402,F,Standard,true,1994-05-31,,,,,,4.0e6,2048-10-06
819,false,642,F,Preferred,true,1922-09-27,,,,,,1.95e6,1966-09-19
820,false,2507,M,Standard,false,1967-09-14,,,,,,1.5e6,2019-01-20
821,false,558,F,Standard,false,1972-10-05,,,,,,2.7e6,2007-02-05
822,false,3496,F,Standard,false,1921-05-08,,,,,,1.1e6,1974-10-22
823,false,2668,F,Preferred,false,1940-08-31,,,,,,2.0e6,1973-06-02
824,false,922,F,Preferred,true,1986-07-28,,,,,,2.9e6,2024-08-12
825,false,1649,M,Standard,true,1935-07-04,,,,,,1.7e6,1977-11-29
826,false,2010,F,Preferred,true,1943-08-20,,,,,,850000.0,1988-01-23
827,false,3704,F,Preferred,true,1943-05-04,,,,,,4.5e6,1984-07-29
828,false,2647,M,Preferred,true,1988-03-09,,,,,,2.15e6,2025-11-25
829,false,3515,M,Standard,false,1990-08-16,,,,,,650000.0,2040-05-12
830,false,252,F,Preferred,true,1935-06-01,,,,,,2.1e6,1994-11-29
831,false,2795,M,Preferred,true,1984-10-12,,,,,,1.55e6,2044-06-08
832,false,2327,M,Preferred,true,1979-04-27,,,,,,750000.0,2018-09-19
833,false,1970,F,Standard,true,1998-07-27,,,,,,650000.0,2053-08-14
834,false,2325,M,Preferred,true,1963-10-19,,,,,,1.15e6,2001-12-13
835,true,2284,F,Standard,false,2002-09-30,2283,M,Standard,true,1997-10-22,1.55e6,2044-07-03
836,false,2202,F,Standard,false,1933-01-18,,,,,,2.25e6,1992-12-18
837,false,1727,M,Standard,true,1977-03-23,,,,,,4.25e6,2023-02-03
838,true,3803,M,Standard,false,1931-06-13,3804,F,Preferred,false,1924-10-07,4.1e6,1989-04-13
839,false,1333,M,Preferred,false,1970-05-23,,,,,,4.3e6,2004-09-13
840,false,2972,F,Standard,false,1913-06-21,,,,,,2.65e6,1968-07-31
841,false,2798,F,Preferred,false,1931-06-14,,,,,,1.45e6,1987-01-26
842,false,18,F,Preferred,false,1960-02-07,,,,,,3.1e6,2001-11-06
843,false,204,F,Preferred,true,1942-01-07,,,,,,4.65e6,1991-12-10
844,true,14,F,Standard,true,1974-10-22,13,M,Preferred,false,1976-08-03,1.55e6,2027-06-25
845,false,1506,F,Preferred,true,1986-04-09,,,,,,1.0e6,2017-01-07
846,false,2044,F,Standard,true,1929-05-07,,,,,,450000.0,1987-09-14
847,false,3268,F,Preferred,true,1983-12-21,,,,,,500000.0,2041-10-14
848,false,3288,F,Standard,false,1923-01-13,,,,,,1.35e6,1952-01-27
849,false,2965,M,Preferred,true,1926-05-26,,,,,,4.1e6,1984-11-03
850,false,3415,M,Preferred,false,1962-12-31,,,,,,450000.0,1994-09-11
851,false,3006,F,Preferred,false,1931-07-06,,,,,,1.4e6,1964-08-09
852,false,1017,M,Preferred,true,1921-09-04,,,,,,250000.0,1953-03-19
853,false,3975,M,Standard,false,1970-03-03,,,,,,2.5e6,2000-03-30
854,false,27,M,Standard,false,1920-04-09,,,,,,3.25e6,1977-05-08
855,false,2993,M,Preferred,false,1951-10-23,,,,,,1.65e6,1988-10-17
856,true,1151,M,Preferred,true,1930-11-07,1152,F,Standard,true,1922-09-20,3.1e6,1991-06-11
857,false,3807,M,Standard,true,1922-02-12,,,,,,1.9e6,1976-09-05
858,false,2409,M,Standard,true,1947-07-07,,,,,,1.65e6,1988-03-31
859,false,1811,M,Preferred,false,1953-04-16,,,,,,1.2e6,1990-03-28
860,true,830,F,Standard,true,1939-08-05,829,M,Preferred,true,1940-05-29,2.0e6,1974-01-15
861,false,3488,F,Preferred,true,1928-08-24,,,,,,1.0e6,1976-11-01
862,false,2892,F,Preferred,false,1966-04-28,,,,,,150000.0,2017-09-06
863,false,3264,F,Standard,false,1959-05-10,,,,,,3.3e6,1999-05-22
864,false,3019,M,Preferred,false,1965-06-06,,,,,,4.4e6,2015-05-31
865,false,1882,F,Standard,false,1967-05-29,,,,,,2.55e6,1995-11-16
866,false,3161,M,Standard,false,1986-03-01,,,,,,4.5e6,2033-05-06
867,false,3266,F,Preferred,false,1927-05-26,,,,,,650000.0,1964-11-17
868,false,3712,F,Preferred,false,1964-09-21,,,,,,600000.0,1993-02-24
869,false,2230,F,Standard,false,1958-07-24,,,,,,1.3e6,1999-06-28
870,false,1015,M,Standard,true,1948-04-15,,,,,,2.5e6,1988-08-12
871,false,3312,F,Standard,false,1983-02-07,,,,,,1.4e6,2039-07-03
872,false,603,M,Preferred,true,1982-07-29,,,,,,1.2e6,2024-12-20
873,false,343,M,Preferred,false,1945-09-02,,,,,,700000.0,1998-09-24
874,true,3765,M,Standard,false,1930-08-14,3766,F,Standard,true,1937-10-25,4.15e6,1977-03-25
875,false,907,M,Standard,false,1934-04-19,,,,,,3.25e6,1981-10-21
876,true,3206,F,Standard,true,1940-04-23,3205,M,Preferred,true,1930-10-04,2.4e6,1987-11-05
877,true,3290,F,Preferred,false,1964-01-31,3289,M,Standard,false,1962-10-09,1.55e6,1996-01-20
878,false,3904,F,Preferred,true,1971-02-11,,,,,,3.75e6,1996-06-14
879,true,1840,F,Preferred,false,1920-09-24,1839,M,Preferred,true,1929-05-18,600000.0,1964-08-21
880,false,2658,F,Standard,true,1950-11-17,,,,,,1.8e6,1979-09-24
881,true,2652,F,Preferred,true,1925-06-24,2651,M,Standard,false,1933-12-08,1.05e6,1962-06-08
882,false,3952,F,Preferred,false,1987-09-21,,,,,,2.7e6,2014-09-05
883,false,3842,F,Preferred,false,2001-01-03,,,,,,650000.0,2051-03-26
884,false,2289,M,Standard,true,1948-11-22,,,,,,1.75e6,1974-06-13
885,false,3120,F,Standard,true,1924-01-18,,,,,,2.35e6,1971-03-05
886,true,1861,M,Standard,true,1929-01-14,1862,F,Preferred,false,1927-03-13,1.7e6,1987-04-20
887,true,3399,M,Standard,true,1995-09-03,3400,F,Preferred,true,1994-07-29,100000.0,2035-08-16
888,false,2391,M,Preferred,true,1932-07-28,,,,,,4.05e6,1964-07-09
889,false,2065,M,Preferred,false,1986-11-27,,,,,,400000.0,2041-05-27
890,false,1307,M,Preferred,false,1952-05-10,,,,,,1.9e6,1979-10-22
891,false,2398,F,Preferred,false,1983-08-21,,,,,,4.7e6,2017-10-31
892,false,600,F,Standard,true,1975-10-03,,,,,,250000.0,2004-12-04
893,false,1267,M,Standard,false,1985-03-16,,,,,,3.25e6,2023-01-25
894,false,3612,F,Preferred,true,1950-10-13,,,,,,1.8e6,1987-11-10
895,false,3984,F,Preferred,false,1958-11-04,,,,,,4.8e6,1988-02-13
896,false,1681,M,Standard,false,1993-10-17,,,,,,1.75e6,2032-09-26
897,true,60,F,Standard,true,1950-08-24,59,M,Preferred,false,1944-06-18,2.35e6,1975-11-19
898,false,2572,F,Preferred,true,1981-05-20,,,,,,1.6e6,2037-01-04
899,true,3048,F,Preferred,false,1985-05-04,3047,M,Standard,false,1975-06-27,850000.0,2031-09-03
900,false,3909,M,Standard,true,1992-03-30,,,,,,5.0e6,2022-03-30
901,false,1324,F,Preferred,true,1991-06-15,,,,,,1.7e6,2025-10-08
902,false,3521,M,Preferred,false,1968-07-27,,,,,,3.1e6,2023-05-13
903,false,527,M,Standard,true,1998-08-03,,,,,,1.1e6,2045-09-02
904,false,3639,M,Preferred,true,1981-04-06,,,,,,3.35e6,2035-09-24
905,false,2213,M,Preferred,false,1926-11-16,,,,,,4.7e6,1974-04-02
906,false,3909,M,Standard,true,1992-03-30,,,,,,500000.0,2040-09-18
907,false,793,M,Preferred,true,1944-07-16,,,,,,500000.0,1988-10-02
908,false,2836,F,Preferred,false,1935-03-24,,,,,,2.85e6,1992-04-05
909,false,341,M,Standard,true,1944-05-01,,,,,,1.6e6,1991-06-10
910,true,413,M,Preferred,false,1935-01-04,414,F,Preferred,true,1934-04-30,2.1e6,1992-03-26
911,true,2393,M,Standard,false,1947-08-04,2394,F,Preferred,true,1943-12-17,4.55e6,1990-08-22
912,false,2106,F,Preferred,true,1981-02-16,,,,,,4.15e6,2027-11-14
913,true,2204,F,Standard,true,1991-10-24,2203,M,Standard,true,1995-06-19,4.3e6,2030-10-09
914,false,2239,M,Standard,false,1950-04-01,,,,,,3.4e6,2004-11-08
915,true,2380,F,Standard,true,1981-04-27,2379,M,Preferred,false,1972-03-18,1.6e6,2021-01-01
916,true,2339,M,Preferred,true,1956-08-10,2340,F,Standard,false,1954-03-21,1.9e6,1981-11-07
917,false,2363,M,Standard,false,1998-01-10,,,,,,1.25e6,2026-06-04
918,true,732,F,Preferred,false,1938-02-04,731,M,Preferred,false,1930-06-25,4.95e6,1998-03-31
919,false,1580,F,Standard,true,1948-07-11,,,,,,3.35e6,1999-03-07
920,false,2963,M,Standard,true,1966-09-18,,,,,,4.8e6,2020-09-12
921,false,3278,F,Standard,false,1973-05-06,,,,,,3.6e6,2025-10-22
922,false,1385,M,Standard,false,1961-05-09,,,,,,3.85e6,1989-09-27
923,true,257,M,Standard,true,1940-07-03,258,F,Standard,true,1939-04-16,850000.0,1973-04-23
924,false,2773,M,Standard,true,1946-04-20,,,,,,2.5e6,1979-06-25
925,false,3218,F,Standard,false,1978-06-05,,,,,,3.95e6,2016-12-31
926,false,2659,M,Standard,false,1952-12-21,,,,,,2.9e6,2001-06-11
927,false,1893,M,Standard,false,1930-12-15,,,,,,2.9e6,1976-09-20
928,false,2856,F,Preferred,true,1969-06-27,,,,,,2.55e6,2013-06-22
929,false,1652,F,Preferred,false,1987-12-19,,,,,,950000.0,2014-01-03
930,false,757,M,Standard,true,1939-07-16,,,,,,3.6e6,1996-02-18
931,false,1361,M,Standard,true,1984-02-29,,,,,,2.05e6,2042-12-07
932,false,2857,M,Standard,true,1942-10-05,,,,,,4.35e6,1993-10-08
933,false,1470,F,Preferred,false,1964-07-19,,,,,,250000.0,2000-08-14
934,false,3811,M,Standard,false,1958-11-16,,,,,,100000.0,2007-06-15
935,false,1778,F,Preferred,true,1939-08-11,,,,,,1.95e6,1970-05-03
936,false,634,F,Preferred,false,1925-08-21,,,,,,500000.0,1976-08-13
937,false,2827,M,Preferred,false,1998-07-18,,,,,,4.15e6,2040-01-13
938,false,3468,F,Preferred,false,2006-04-19,,,,,,950000.0,2032-01-15
939,false,2387,M,Standard,true,1948-02-11,,,,,,5.0e6,2001-12-02
940,false,3354,F,Preferred,true,1978-10-30,,,,,,1.6e6,2038-11-02
941,false,518,F,Standard,false,1934-06-20,,,,,,250000.0,1966-02-16
942,false,3398,F,Standard,false,1930-10-23,,,,,,3.35e6,1985-09-27
943,false,2230,F,Standard,false,1958-07-24,,,,,,3.4e6,1987-10-24
944,true,2787,M,Preferred,true,1942-09-22,2788,F,Standard,false,1949-06-03,4.7e6,1980-02-24
945,false,3915,M,Standard,false,1982-01-13,,,,,,4.8e6,2036-04-11
946,true,3875,M,Preferred,true,1964-12-02,3876,F,Preferred,false,1964-09-10,700000.0,2020-11-25
947,true,962,F,Preferred,true,1988-09-07,961,M,Preferred,false,1986-07-23,1.7e6,2047-07-29
948,false,2414,F,Preferred,false,1946-05-20,,,,,,4.1e6,2004-10-31
949,false,1542,F,Preferred,false,1949-08-28,,,,,,2.25e6,2009-09-14
950,false,3698,F,Preferred,false,1936-09-17,,,,,,4.3e6,1980-02-05
951,false,2718,F,Standard,false,1970-11-07,,,,,,950000.0,2000-08-01
952,false,38,F,Preferred,false,1954-07-22,,,,,,3.85e6,1988-08-19
953,false,1240,F,Standard,false,1991-05-14,,,,,,3.5e6,2029-04-12
954,false,2397,M,Standard,true,1980-10-28,,,,,,3.55e6,2038-04-25
955,false,3413,M,Standard,true,1941-04-03,,,,,,4.25e6,1976-03-02
956,false,3903,M,Standard,false,1961-03-28,,,,,,2.55e6,2016-09-13
957,false,565,M,Preferred,false,1928-06-20,,,,,,3.25e6,1980-04-18
958,false,1448,F,Standard,false,1969-04-02,,,,,,1.2e6,1997-04-14
959,false,107,M,Preferred,true,1980-07-02,,,,,,900000.0,2017-12-24
960,false,511,M,Standard,false,1962-01-19,,,,,,5.0e6,1988-07-13
961,false,3573,M,Preferred,false,1952-12-13,,,,,,3.3e6,1983-05-19
962,false,2853,M,Standard,true,1956-11-28,,,,,,4.75e6,1999-10-18
963,false,2509,M,Preferred,false,1965-05-08,,,,,,2.5e6,2010-04-07
964,false,1799,M,Standard,true,1926-10-02,,,,,,2.2e6,1983-06-22
965,false,2245,M,Preferred,true,1922-03-15,,,,,,4.7e6,1979-10-06
966,false,1503,M,Standard,true,1921-08-05,,,,,,1.9e6,1959-04-23
967,false,3671,M,Preferred,false,1964-02-05,,,,,,2.0e6,2023-12-15
968,false,1830,F,Preferred,true,1988-04-06,,,,,,2.65e6,2043-08-10
969,true,624,F,Preferred,true,1941-11-29,623,M,Preferred,false,1951-08-10,3.15e6,1988-10-26
970,false,3664,F,Preferred,true,1964-12-18,,,,,,4.4e6,2023-07-22
971,false,78,F,Standard,true,1965-01-05,,,,,,2.9e6,2016-02-14
972,false,826,F,Standard,false,1999-01-24,,,,,,2.75e6,2030-06-12
973,false,1704,F,Preferred,true,1966-04-22,,,,,,1.05e6,2022-06-21
974,true,352,F,Standard,true,1915-01-26,351,M,Preferred,true,1923-07-01,1.75e6,1960-11-10
975,true,1056,F,Preferred,true,1951-07-16,1055,M,Standard,false,1947-12-25,2.45e6,1998-09-22
976,false,2223,M,Standard,true,1949-12-31,,,,,,150000.0,1991-02-14
977,false,3751,M,Preferred,true,1962-08-21,,,,,,4.85e6,1991-01-09
978,true,1478,F,Standard,false,1990-08-04,1477,M,Standard,false,1984-09-20,3.9e6,2046-10-02
979,false,2149,M,Preferred,false,1924-06-15,,,,,,4.5e6,1958-11-08
980,false,1835,M,Preferred,true,1987-03-13,,,,,,2.2e6,2013-08-29
981,false,1130,F,Preferred,false,1970-06-20,,,,,,2.2e6,2011-05-23
982,false,2131,M,Preferred,true,1993-02-22,,,,,,5.0e6,2032-11-16
983,true,1423,M,Standard,true,1992-11-12,1424,F,Standard,false,1997-10-11,2.45e6,2042-01-12
984,false,446,F,Preferred,true,1937-05-13,,,,,,3.85e6,1965-06-13
